,Person,Subcategory,Category
666,Brenda M. Greene,American writers,Writers
667,Noreen Nash,American writers,Writers
668,Barbara Parsons Lane,American writers,Writers
669,Richard S. Rust,American writers,Writers
670,Barbara Ann Teer,American writers,Writers
671,Oge Mora,American writers,Writers
672,Bobby William Austin,American writers,Writers
673,Ellen Galinsky,American writers,Writers
674,Adam Makos,American writers,Writers
675,Kay Larson,American writers,Writers
676,Samuel Fowler Bigelow,American writers,Writers
677,Blake Gopnik,American writers,Writers
678,Jasper Wood (photographer),American writers,Writers
679,Yoonj Kim,American writers,Writers
680,Matthew Polly,American writers,Writers
681,Margaret Renkl,American writers,Writers
682,Mary Church Terrell,American writers,Writers
683,Michael Birkner,American writers,Writers
684,Jerome Svigals,American writers,Writers
685,Anthony Saliba,American writers,Writers
686,Rhoda Trooboff,American writers,Writers
687,Robert Lewis (director),American writers,Writers
688,Mervyn LeRoy,American writers,Writers
689,John Marrant,American writers,Writers
690,Josephine Trott,American writers,Writers
691,Peternelle van Arsdale,American writers,Writers
692,Sheryl Berk,American writers,Writers
693,Jeannie Ortega,American writers,Writers
694,Laurie Zaleski,American writers,Writers
695,Matthew Luhn,American writers,Writers
696,Marilee Shapiro Asher,American writers,Writers
697,Jenny Yang (comedian),American writers,Writers
698,Elaine McMillion Sheldon,American writers,Writers
699,Ken Hamblin,American writers,Writers
700,Virginia Frances Townsend,American writers,Writers
701,Akasha Gloria Hull,American writers,Writers
702,Harlem Writers Guild,American writers,Writers
703,Homer Kelley,American writers,Writers
704,Adam Platt,American writers,Writers
705,Robert Russa Moton,American writers,Writers
706,Joshua Rubenstein,American writers,Writers
707,Albert H. Dolan,American writers,Writers
708,David C. Ward,American writers,Writers
709,Howard Lachtman,American writers,Writers
710,Elsie Roxborough,American writers,Writers
711,Seth Davis (musician),American writers,Writers
712,Charles Greenleaf Bell,American writers,Writers
713,Isa Dick Hackett,American writers,Writers
714,William Watson Davis,American writers,Writers
715,Dean Buonomano,American writers,Writers
716,Robert Weverka,American writers,Writers
717,Emmett Dunn Angell,American writers,Writers
718,Silvia Arrom,American writers,Writers
719,Marie Mongan,American writers,Writers
720,Jeff Henderson (chef),American writers,Writers
721,Diana Walsh Pasulka,American writers,Writers
722,Lillian Halegua,American writers,Writers
723,Jiun-Shyan Chen,American writers,Writers
724,Berthold K.P. Horn,American writers,Writers
725,Grace Norton,American writers,Writers
726,Bevy Smith,American writers,Writers
727,Ralph H. Kilmann,American writers,Writers
728,Carvell Wallace,American writers,Writers
729,Jeffrey Banks,American writers,Writers
730,Roger Hickey,American writers,Writers
731,Taylor Stoehr,American writers,Writers
732,Vanessa Angélica Villarreal,American writers,Writers
733,Annie Eliot Trumbull,American writers,Writers
734,Emily St. James,American writers,Writers
735,Percival Chubb,American writers,Writers
736,Blanche Zacharie de Baralt,American writers,Writers
737,Ryan Alexander Bloom,American writers,Writers
738,Elizabeth Lawrence (writer),American writers,Writers
739,John H. Murphy Sr.,American writers,Writers
740,Alan White (DJ),American writers,Writers
741,William D. O'Connor,American writers,Writers
742,Annette Saunooke Clapsaddle,American writers,Writers
743,Soon Yu,American writers,Writers
744,DJ Khaled,American writers,Writers
745,Sonali Dev,American writers,Writers
746,Leonard Shecter,American writers,Writers
747,Audrey Saunders,American writers,Writers
748,Charles Marohn,American writers,Writers
749,Vikram Sethi,American writers,Writers
750,Roger Wolcott Hall,American writers,Writers
751,Anice Potter Terhune,American writers,Writers
752,Elyse Kopecky,American writers,Writers
753,Benjamin Rush (lawyer),American writers,Writers
754,Antha Minerva Virgil,American writers,Writers
755,Robert Rippberger,American writers,Writers
756,Frederick Joseph (author),American writers,Writers
757,Mary Wright (designer),American writers,Writers
758,Thomas James (minister),American writers,Writers
759,Leo Janos,American writers,Writers
760,Dan Santat,American writers,Writers
761,Dwayne Wayans,American writers,Writers
762,Helen Tworkov,American writers,Writers
763,Omer Stewart,American writers,Writers
764,Joseph P. Ward,American writers,Writers
765,John Cruger Mills,American writers,Writers
766,S. L. Stebel,American writers,Writers
767,Vita Nelson,American writers,Writers
768,Jory John,American writers,Writers
769,Joshua Bennett,American writers,Writers
770,Larry Harris (computer scientist),American writers,Writers
771,David Crosthwait,American writers,Writers
772,Michael Rothfeld,American writers,Writers
773,Rick Siegel,American writers,Writers
774,Jay O. Glerum,American writers,Writers
775,Paul Alexander (polio survivor),American writers,Writers
776,August Meier,American writers,Writers
777,Terry Matalas,American writers,Writers
778,Jim Nisbet,American writers,Writers
779,Steve Cohen (author),American writers,Writers
780,Lesley M. M. Blume,American writers,Writers
781,Paul Bogard,American writers,Writers
782,Jeffrey Morgenthaler,American writers,Writers
783,Astley Paston Cooper Ashhurst,American writers,Writers
784,Montague Glass,American writers,Writers
785,Marcella Free,American writers,Writers
786,Robert H. Boyle,American writers,Writers
787,Cherry Chevapravatdumrong,American writers,Writers
788,Clarissa Sligh,American writers,Writers
789,Eddy L. Harris,American writers,Writers
790,Beverly Smith,American writers,Writers
791,Irwin Franklyn,American writers,Writers
792,David Obst,American writers,Writers
793,Myriam Miedzian,American writers,Writers
794,David Skaats Foster,American writers,Writers
795,Booker T. Washington,American writers,Writers
796,Dan Lorge,American writers,Writers
797,Richard Kahlenberg,American writers,Writers
798,Nina Kossman,American writers,Writers
799,Sally Singer,American writers,Writers
800,Mick West,American writers,Writers
801,William Rounseville Alger,American writers,Writers
802,Joseph H. Holland,American writers,Writers
803,Clyde M. Narramore,American writers,Writers
804,Mildred Newman,American writers,Writers
805,James McEachin,American writers,Writers
806,Amie Harwick,American writers,Writers
807,Chief Tahachee,American writers,Writers
808,Paul S. Berry,American writers,Writers
809,Wright Field (writer),American writers,Writers
810,Mary Dimino,American writers,Writers
811,Sean D. Carr,American writers,Writers
812,Kaja Martin,American writers,Writers
813,Laurie Sandell,American writers,Writers
814,Mark Jeffrey (author),American writers,Writers
815,Rachel Hunt Steenblik,American writers,Writers
816,Susan McKinney Steward,American writers,Writers
817,Arther Trace,American writers,Writers
818,John Englander,American writers,Writers
819,Kathy Tyers,American writers,Writers
820,Edward Frascino,American writers,Writers
821,Helen Wing,American writers,Writers
822,Richie Narvaez,American writers,Writers
823,Hildrus Poindexter,American writers,Writers
824,Walter Chandoha,American writers,Writers
825,Cheese (record producer),American writers,Writers
826,Kate Brew Vaughn,American writers,Writers
827,Ewuare Osayande,American writers,Writers
828,Aubrey Hruby,American writers,Writers
829,Stuart M. Matlins,American writers,Writers
830,Herbert Parmet,American writers,Writers
831,Elise Juska,American writers,Writers
832,Dom DeLuise,American writers,Writers
833,John Domini,American writers,Writers
834,Kyle Dargan,American writers,Writers
835,Will Irwin,American writers,Writers
836,Charles Mayer (animal collector),American writers,Writers
837,Barbara Wersba,American writers,Writers
838,Bhikkhu Bodhi,American writers,Writers
839,Rena McLeary,American writers,Writers
840,Hamastegh,American writers,Writers
841,John Warner Smith,American writers,Writers
842,Albert R. Lyman,American writers,Writers
843,Norman Beasley,American writers,Writers
844,Richard Currey,American writers,Writers
845,Dinesh Sharma (academic),American writers,Writers
846,Anne Shippen,American writers,Writers
847,Steven Thrasher,American writers,Writers
848,Jennifer Ackerman,American writers,Writers
849,Damond Jiniya,American writers,Writers
850,Forrest W. Young,American writers,Writers
851,Jesse Damiani,American writers,Writers
852,Robin Stern,American writers,Writers
853,Stathis Kefallonitis,American writers,Writers
854,Paul Karasik,American writers,Writers
855,Grosvenor Clarkson,American writers,Writers
856,Jerome F. Keating,American writers,Writers
857,Robert B. Simon,American writers,Writers
858,Koritha Mitchell,American writers,Writers
859,Robert F. Schulkers,American writers,Writers
860,Mariano Gagnon,American writers,Writers
861,Andrew Seidel,American writers,Writers
862,Cecil Brown (writer),American writers,Writers
863,Zack Davisson,American writers,Writers
864,Mark G. Shrime,American writers,Writers
865,Lawrence Kip,American writers,Writers
866,Matthew Ludwinski,American writers,Writers
867,Edith Granger,American writers,Writers
868,Al Weisel,American writers,Writers
869,C. Nicole Mason,American writers,Writers
870,Sarah Wagner,American writers,Writers
871,Nat Herz,American writers,Writers
872,Carmen Lynch,American writers,Writers
873,Mary C. Jacobs,American writers,Writers
874,Krikor Kalfayan,American writers,Writers
875,Marie Townsend,American writers,Writers
876,Edmund G. Love,American writers,Writers
877,Mary Mayo Crenshaw,American writers,Writers
878,Stephen Flatow,American writers,Writers
879,Joe Henry (baseball),American writers,Writers
880,Gregory James Edwards,American writers,Writers
881,James Forman,American writers,Writers
882,Robert T. Elson,American writers,Writers
883,Tamara Saviano,American writers,Writers
884,Henry Charlton Beck,American writers,Writers
885,Howard Dvorkin,American writers,Writers
886,M.R. Mathias,American writers,Writers
887,Elizabeth Manning Hawthorne,American writers,Writers
888,Percy Johnston,American writers,Writers
889,Penelope Johnson Allen,American writers,Writers
890,Charles Chandler Oakes,American writers,Writers
891,Elliott Merrick,American writers,Writers
892,Karla F.C. Holloway,American writers,Writers
893,Kenneth Swope,American writers,Writers
894,Cathy Burnham Martin,American writers,Writers
895,Dorothy Binney Palmer,American writers,Writers
896,Mary Randolph Carter,American writers,Writers
897,Ani Kalayjian,American writers,Writers
898,Thomas R. Lynch,American writers,Writers
899,Rachael Denhollander,American writers,Writers
900,David Goerlitz,American writers,Writers
901,Raymond Helmick,American writers,Writers
902,Wayne P. Anderson,American writers,Writers
903,Guenther Reinhardt,American writers,Writers
904,Hallie C. Stillwell,American writers,Writers
905,France Winddance Twine,American writers,Writers
906,Reuben Jonathan Miller,American writers,Writers
907,Adam Clayton Powell Sr.,American writers,Writers
908,Writers in Paris in the 1920s,American writers,Writers
909,Dorothy Lavinia Brown,American writers,Writers
910,Amy Odell (author),American writers,Writers
911,JT McCormick,American writers,Writers
912,Susan DeFreitas,American writers,Writers
913,Patti Webster,American writers,Writers
914,Hoyt W. Fuller,American writers,Writers
915,Kent Karosen,American writers,Writers
916,William J. McGee,American writers,Writers
917,Nate Monaster,American writers,Writers
918,Đỗ Nguyên Mai,American writers,Writers
919,Antoni Morell Mora,Andorran writers,Writers
920,Teresa Colom i Pich,Andorran writers,Writers
921,Albert Salvadó,Andorran writers,Writers
922,Rossend Marsol Clua,Andorran writers,Writers
923,José Eduardo Agualusa,Angolan writers,Writers
924,Sousa Jamba,Angolan writers,Writers
925,Carlos Paulo,Angolan writers,Writers
926,Uanhenga Xitu,Angolan writers,Writers
927,Boaventura Cardoso,Angolan writers,Writers
928,Lopito Feijóo,Angolan writers,Writers
929,Agostinho Neto,Angolan writers,Writers
930,José Luandino Vieira,Angolan writers,Writers
931,Alcides Sakala Simões,Angolan writers,Writers
932,José Maria Pimentel,Angolan writers,Writers
933,Pepetela,Angolan writers,Writers
934,Miguel Hurst,Angolan writers,Writers
935,Kardo Bestilo,Angolan writers,Writers
936,Ruy Duarte de Carvalho,Angolan writers,Writers
937,Mário Pinto de Andrade,Angolan writers,Writers
938,Lília da Fonseca,Angolan writers,Writers
939,Rosária da Silva,Angolan writers,Writers
940,Arlindo Barbeitos,Angolan writers,Writers
941,Ernesto Lara Filho,Angolan writers,Writers
942,Cremilda de Lima,Angolan writers,Writers
943,Óscar Ribas,Angolan writers,Writers
944,Ondjaki,Angolan writers,Writers
945,Eric Santos,Angolan writers,Writers
946,Manuel Pedro Pacavira,Angolan writers,Writers
947,"Francisco Santos (swimmer, born 1962)",Angolan writers,Writers
948,Américo Boavida,Angolan writers,Writers
949,António Dias Cardoso,Angolan writers,Writers
950,J. M. F. Mena Abrantes,Angolan writers,Writers
951,Chó do Guri,Angolan writers,Writers
952,Maria Haller,Angolan writers,Writers
953,Manuel Rui,Angolan writers,Writers
954,António Tavares (writer),Angolan writers,Writers
955,Robert Athlyi Rogers,Anguillan writers,Writers
956,Patricia J. Adams,Anguillan writers,Writers
957,Joanne C. Hillhouse,Antigua and Barbuda writers,Writers
958,Melvin Claxton,Antigua and Barbuda writers,Writers
959,Celestine Edwards,Antigua and Barbuda writers,Writers
960,Jamaica Kincaid,Antigua and Barbuda writers,Writers
961,Camila Fabbri,Argentine writers,Writers
962,Michel Nieva,Argentine writers,Writers
963,Agustina María Bazterrica,Argentine writers,Writers
964,Carlos Gardini,Argentine writers,Writers
965,Javier Milei,Argentine writers,Writers
966,Pablo Toledo,Argentine writers,Writers
967,Cristina Bergoglio,Argentine writers,Writers
968,Gustavo Nielsen,Argentine writers,Writers
969,Pedro Mairal,Argentine writers,Writers
970,Berta Elena Vidal de Battini,Argentine writers,Writers
971,Alfredo Varela (Argentine writer),Argentine writers,Writers
972,María Henestrosa,Argentine writers,Writers
973,Raquel Robles,Argentine writers,Writers
974,Paola Carosella,Argentine writers,Writers
975,Mauro Libertella,Argentine writers,Writers
976,Ignacio Arabehety,Argentine writers,Writers
977,Paula Varsavsky,Argentine writers,Writers
978,José Niemetz,Argentine writers,Writers
979,Fabián Martínez Siccardi,Argentine writers,Writers
980,Silvia Arazi,Argentine writers,Writers
981,Federico Spoliansky,Argentine writers,Writers
982,Lola Copacabana,Argentine writers,Writers
983,Marcelo Caruso,Argentine writers,Writers
984,Oliverio Coelho,Argentine writers,Writers
