,Word,Count,Subcategory
2187,penghargaan,4,Indonesian writers
2188,poems,4,Indonesian writers
2189,terbaik,4,Indonesian writers
2190,winternachten,4,Indonesian writers
2191,works,4,Indonesian writers
2192,1999,3,Indonesian writers
2193,2000,3,Indonesian writers
2194,anthologies,3,Indonesian writers
2195,arts,3,Indonesian writers
2196,c.,3,Indonesian writers
2197,figure,3,Indonesian writers
2198,found,3,Indonesian writers
2199,hadiah,3,Indonesian writers
2200,indonesiatera,3,Indonesian writers
2201,serbian,13,Serbian writers
2202,damjanović,10,Serbian writers
2203,aritmetika,6,Serbian writers
2204,language,5,Serbian writers
2205,literature,5,Serbian writers
2206,vernacular,5,Serbian writers
2207,vučković,5,Serbian writers
2208,belgrade,4,Serbian writers
2209,janković,4,Serbian writers
2210,library,4,Serbian writers
2211,wrote,4,Serbian writers
2212,1918,3,Serbian writers
2213,bosnia,3,Serbian writers
2214,crucified,3,Serbian writers
2215,dositej,3,Serbian writers
2216,empire,3,Serbian writers
2217,german,3,Serbian writers
2218,habsburg,3,Serbian writers
2219,herzegovina,3,Serbian writers
2220,hungarian,3,Serbian writers
2221,ili,3,Serbian writers
2222,jovan,3,Serbian writers
2223,judge,3,Serbian writers
2224,literary,3,Serbian writers
2225,municipal,3,Serbian writers
2226,obradović,3,Serbian writers
2227,orfelin,3,Serbian writers
2228,rajić,3,Serbian writers
2229,references,3,Serbian writers
2230,school,3,Serbian writers
2231,senator,3,Serbian writers
2232,serbia,3,Serbian writers
2233,sombor,3,Serbian writers
2234,stories,3,Serbian writers
2235,writer,3,Serbian writers
2236,1917,2,Serbian writers
2237,1925,2,Serbian writers
2238,avram,2,Serbian writers
2239,beginning,2,Serbian writers
2240,biography,2,Serbian writers
2241,book,2,Serbian writers
2242,bosnian,2,Serbian writers
2243,bruce,2,Serbian writers
2244,calculus,2,Serbian writers
2245,came,2,Serbian writers
2246,church,2,Serbian writers
2247,europe,2,Serbian writers
2248,fluent,2,Serbian writers
2249,french,2,Serbian writers
2250,gavro,2,Serbian writers
2251,london,24,English writers
2252,radio,23,English writers
2253,podcast,22,English writers
2254,zaltzman,22,English writers
2255,bbc,18,English writers
2256,book,18,English writers
2257,including,16,English writers
2258,art,15,English writers
2259,award,14,English writers
2260,writer,14,English writers
2261,behan,13,English writers
2262,phillips,13,English writers
2263,2020,12,English writers
2264,british,12,English writers
2265,english,12,English writers
2266,life,12,English writers
2267,published,12,English writers
2268,wrote,11,English writers
2269,collection,10,English writers
2270,hobhouse,10,English writers
2271,john,10,English writers
2272,live,10,English writers
2273,new,10,English writers
2274,2013,9,English writers
2275,2016,9,English writers
2276,pyne,9,English writers
2277,works,9,English writers
2278,best,8,English writers
2279,henry,8,English writers
2280,history,8,English writers
2281,2015,7,English writers
2282,appeared,7,English writers
2283,awards,7,English writers
2284,congregational,7,English writers
2285,courtie,7,English writers
2286,guardian,7,English writers
2287,james,7,English writers
2288,references,7,English writers
2289,royal,7,English writers
2290,stories,7,English writers
2291,television,7,English writers
2292,time,7,English writers
2293,titian,7,English writers
2294,tv,7,English writers
2295,william,7,English writers
2296,2012,6,English writers
2297,allusionist,6,English writers
2298,born,6,English writers
2299,britain,6,English writers
2300,comedy,6,English writers
2301,1947–2005,1,Republic of the Congo writers
2302,1969,1,Republic of the Congo writers
2303,1989,1,Republic of the Congo writers
2304,balou,1,Republic of the Congo writers
2305,book,1,Republic of the Congo writers
2306,born,1,Republic of the Congo writers
2307,brazzaville,1,Republic of the Congo writers
2308,coeur,1,Republic of the Congo writers
2309,congo,1,Republic of the Congo writers
2310,congolese,1,Republic of the Congo writers
2311,country,1,Republic of the Congo writers
2312,en,1,Republic of the Congo writers
2313,exil,1,Republic of the Congo writers
2314,exile,1,Republic of the Congo writers
2315,expressed,1,Republic of the Congo writers
2316,france,1,Republic of the Congo writers
2317,french,1,Republic of the Congo writers
2318,heart,1,Republic of the Congo writers
2319,homesickness,1,Republic of the Congo writers
2320,jeannette,1,Republic of the Congo writers
2321,la,1,Republic of the Congo writers
2322,life,1,Republic of the Congo writers
2323,lived,1,Republic of the Congo writers
2324,moved,1,Republic of the Congo writers
2325,native,1,Republic of the Congo writers
2326,paris,1,Republic of the Congo writers
2327,pensée,1,Republic of the Congo writers
2328,press,1,Republic of the Congo writers
2329,published,1,Republic of the Congo writers
2330,references,1,Republic of the Congo writers
2331,republic,1,Republic of the Congo writers
2332,sons,1,Republic of the Congo writers
2333,tchichelle,1,Republic of the Congo writers
2334,universelle,1,Republic of the Congo writers
2335,vanity,1,Republic of the Congo writers
2336,writer,1,Republic of the Congo writers
2337,wrote,1,Republic of the Congo writers
2338,singapore,55,Singaporean writers
2339,tan,36,Singaporean writers
2340,ghani,27,Singaporean writers
2341,abdul,19,Singaporean writers
2342,university,18,Singaporean writers
2343,member,17,Singaporean writers
2344,theatreworks,14,Singaporean writers
2345,award,12,Singaporean writers
2346,arts,11,Singaporean writers
2347,theatre,11,Singaporean writers
2348,board,10,Singaporean writers
2349,hamid,10,Singaporean writers
2350,machine,10,Singaporean writers
2351,play,10,Singaporean writers
2352,plays,10,Singaporean writers
2353,staged,10,Singaporean writers
2354,art,9,Singaporean writers
2355,global,9,Singaporean writers
2356,malay,9,Singaporean writers
2357,a.,8,Singaporean writers
2358,best,8,Singaporean writers
2359,financial,8,Singaporean writers
2360,fund,8,Singaporean writers
2361,2002,7,Singaporean writers
2362,advisory,7,Singaporean writers
2363,books,7,Singaporean writers
2364,career,7,Singaporean writers
2365,drama,7,Singaporean writers
2366,education,7,Singaporean writers
2367,isbn,7,Singaporean writers
2368,public,7,Singaporean writers
2369,soul,7,Singaporean writers
2370,tarn,7,Singaporean writers
2371,times,7,Singaporean writers
2372,world,7,Singaporean writers
2373,writing,7,Singaporean writers
2374,young,7,Singaporean writers
2375,1993,6,Singaporean writers
2376,asian,6,Singaporean writers
2377,committee,6,Singaporean writers
2378,company,6,Singaporean writers
2379,development,6,Singaporean writers
2380,july,6,Singaporean writers
2381,lady,6,Singaporean writers
2382,nanyang,6,Singaporean writers
2383,published,6,Singaporean writers
2384,review,6,Singaporean writers
2385,seni,6,Singaporean writers
2386,singaporean,6,Singaporean writers
2387,trafigura,6,Singaporean writers
2388,al,41,Moroccan writers
2389,moroccan,23,Moroccan writers
2390,morocco,23,Moroccan writers
2391,history,16,Moroccan writers
2392,islamic,14,Moroccan writers
2393,university,14,Moroccan writers
2394,arab,12,Moroccan writers
2395,arabic,11,Moroccan writers
2396,ibn,11,Moroccan writers
2397,international,10,Moroccan writers
2398,academy,9,Moroccan writers
2399,3,8,Moroccan writers
2400,member,7,Moroccan writers
2401,monjib,7,Moroccan writers
2402,novel,7,Moroccan writers
2403,studies,7,Moroccan writers
2404,ambassador,6,Moroccan writers
2405,bin,6,Moroccan writers
2406,diplomatic,6,Moroccan writers
2407,journey,6,Moroccan writers
2408,kingdom,6,Moroccan writers
2409,world,6,Moroccan writers
2410,annotations,5,Moroccan writers
2411,english,5,Moroccan writers
2412,high,5,Moroccan writers
2413,institute,5,Moroccan writers
2414,language,5,Moroccan writers
2415,manuscript,5,Moroccan writers
2416,political,5,Moroccan writers
2417,professor,5,Moroccan writers
2418,relations,5,Moroccan writers
2419,translation,5,Moroccan writers
2420,volumes,5,Moroccan writers
2421,works,5,Moroccan writers
2422,2015,4,Moroccan writers
2423,ahmed,4,Moroccan writers
2424,author,4,Moroccan writers
2425,books,4,Moroccan writers
2426,cairo,4,Moroccan writers
2427,considered,4,Moroccan writers
2428,dar,4,Moroccan writers
2429,education,4,Moroccan writers
2430,investigation,4,Moroccan writers
2431,muhammad,4,Moroccan writers
2432,novels,4,Moroccan writers
2433,rabat,4,Moroccan writers
2434,references,4,Moroccan writers
2435,tazi,4,Moroccan writers
2436,work,4,Moroccan writers
2437,15,3,Moroccan writers
2438,elbasan,11,Albanian writers
2439,script,10,Albanian writers
2440,haxhifilipi,9,Albanian writers
2441,todhri,9,Albanian writers
2442,albanian,8,Albanian writers
2443,shvarc,6,Albanian writers
2444,new,5,Albanian writers
2445,according,4,Albanian writers
2446,albania,4,Albanian writers
2447,alphabet,4,Albanian writers
2448,german,4,Albanian writers
2449,known,4,Albanian writers
2450,robert,4,Albanian writers
2451,teacher,4,Albanian writers
2452,voskopojë,4,Albanian writers
2453,academy,3,Albanian writers
2454,awarded,3,Albanian writers
2455,century,3,Albanian writers
2456,dated,3,Albanian writers
2457,dhaskal,3,Albanian writers
2458,greek,3,Albanian writers
2459,hahn,3,Albanian writers
2460,invented,3,Albanian writers
2461,life,3,Albanian writers
2462,tirana,3,Albanian writers
2463,written,3,Albanian writers
2464,10,2,Albanian writers
2465,2002,2,Albanian writers
2466,best,2,Albanian writers
2467,book,2,Albanian writers
2468,books,2,Albanian writers
2469,born,2,Albanian writers
2470,brought,2,Albanian writers
2471,citizen,2,Albanian writers
2472,cursive,2,Albanian writers
2473,elsie,2,Albanian writers
2474,family,2,Albanian writers
2475,honor,2,Albanian writers
2476,jakov,2,Albanian writers
2477,john,2,Albanian writers
2478,language,2,Albanian writers
2479,local,2,Albanian writers
2480,master,2,Albanian writers
2481,mother,2,Albanian writers
2482,older,2,Albanian writers
2483,popa,2,Albanian writers
2484,references,2,Albanian writers
2485,scholar,2,Albanian writers
2486,school,2,Albanian writers
2487,student,2,Albanian writers
2488,novomeský,14,Slovak writers
2489,party,11,Slovak writers
2490,slovak,11,Slovak writers
2491,communist,9,Slovak writers
2492,dav,8,Slovak writers
2493,national,7,Slovak writers
2494,czechoslovakia,6,Slovak writers
2495,husák,6,Slovak writers
2496,later,5,Slovak writers
2497,member,5,Slovak writers
2498,slovakia,5,Slovak writers
2499,war,5,Slovak writers
2500,10,4,Slovak writers
2501,1970,4,Slovak writers
2502,bratislava,4,Slovak writers
2503,czechoslovak,4,Slovak writers
2504,left,4,Slovak writers
2505,political,4,Slovak writers
2506,1963,3,Slovak writers
2507,1971,3,Slovak writers
2508,central,3,Slovak writers
2509,clementis,3,Slovak writers
2510,club,3,Slovak writers
2511,committee,3,Slovak writers
2512,congress,3,Slovak writers
2513,group,3,Slovak writers
2514,gustav,3,Slovak writers
2515,hand,3,Slovak writers
2516,joined,3,Slovak writers
2517,july,3,Slovak writers
2518,line,3,Slovak writers
2519,members,3,Slovak writers
2520,moved,3,Slovak writers
2521,politician,3,Slovak writers
2522,prague,3,Slovak writers
2523,prison,3,Slovak writers
2524,socialist,3,Slovak writers
2525,uprising,3,Slovak writers
2526,worked,3,Slovak writers
2527,wrote,3,Slovak writers
2528,1927,2,Slovak writers
2529,1939,2,Slovak writers
2530,1943,2,Slovak writers
2531,1944,2,Slovak writers
2532,1949,2,Slovak writers
2533,1950,2,Slovak writers
2534,1964,2,Slovak writers
2535,1969,2,Slovak writers
2536,1976,2,Slovak writers
2537,2022,2,Slovak writers
2538,australia,46,Australian writers
2539,megee,46,Australian writers
2540,gallop,34,Australian writers
2541,australian,25,Australian writers
2542,alan,18,Australian writers
2543,film,17,Australian writers
2544,government,17,Australian writers
2545,state,16,Australian writers
2546,education,15,Australian writers
2547,later,15,Australian writers
2548,western,15,Australian writers
2549,rugg,14,Australian writers
2550,university,13,Australian writers
2551,labor,12,Australian writers
2552,said,12,Australian writers
2553,sydney,12,Australian writers
2554,awards,11,Australian writers
2555,azar,11,Australian writers
2556,2006,10,Australian writers
2557,premier,10,Australian writers
2558,writing,10,Australian writers
2559,year,10,Australian writers
2560,2011,9,Australian writers
2561,council,9,Australian writers
2562,director,9,Australian writers
2563,elected,9,Australian writers
2564,life,9,Australian writers
2565,prize,9,Australian writers
2566,shokoofeh,9,Australian writers
2567,2017,8,Australian writers
2568,born,8,Australian writers
2569,international,8,Australian writers
2570,reform,8,Australian writers
2571,station,8,Australian writers
2572,2020,7,Australian writers
2573,award,7,Australian writers
2574,book,7,Australian writers
2575,election,7,Australian writers
2576,erdstein,7,Australian writers
2577,family,7,Australian writers
2578,leader,7,Australian writers
2579,national,7,Australian writers
2580,party,7,Australian writers
2581,published,7,Australian writers
2582,work,7,Australian writers
2583,1,6,Australian writers
2584,2014,6,Australian writers
2585,2018,6,Australian writers
2586,appointed,6,Australian writers
2587,author,6,Australian writers
2588,caribbean,6,Guyanese writers
2589,1,5,Guyanese writers
2590,literature,5,Guyanese writers
2591,mcwatt,5,Guyanese writers
2592,west,5,Guyanese writers
2593,84523,4,Guyanese writers
2594,978,4,Guyanese writers
2595,isbn,4,Guyanese writers
2596,press,4,Guyanese writers
2597,university,4,Guyanese writers
2598,book,3,Guyanese writers
2599,edited,3,Guyanese writers
2600,guyana,3,Guyanese writers
2601,indian,3,Guyanese writers
2602,peepal,3,Guyanese writers
2603,poetry,3,Guyanese writers
2604,prize,3,Guyanese writers
2605,professor,3,Guyanese writers
2606,sentences,3,Guyanese writers
2607,suspended,3,Guyanese writers
2608,tree,3,Guyanese writers
2609,2,2,Guyanese writers
2610,2005,2,Guyanese writers
2611,born,2,Guyanese writers
2612,critical,2,Guyanese writers
2613,dangaroo,2,Guyanese writers
2614,editor,2,Guyanese writers
2615,eldorado,2,Guyanese writers
2616,english,2,Guyanese writers
2617,fiction,2,Guyanese writers
2618,indies,2,Guyanese writers
2619,journal,2,Guyanese writers
2620,language,2,Guyanese writers
2621,mark,2,Guyanese writers
2622,oxford,2,Guyanese writers
2623,perspectives,2,Guyanese writers
2624,poems,2,Guyanese writers
2625,position,2,Guyanese writers
2626,short,2,Guyanese writers
2627,story,2,Guyanese writers
2628,verse,2,Guyanese writers
2629,001,1,Guyanese writers
2630,081,1,Guyanese writers
2631,12,1,Guyanese writers
2632,126,1,Guyanese writers
2633,1947,1,Guyanese writers
2634,1966–70,1,Guyanese writers
2635,1975,1,Guyanese writers
2636,1986,1,Guyanese writers
2637,1989,1,Guyanese writers
2638,notovitch,31,Russian writers
2639,jesus,19,Russian writers
2640,alchuk,14,Russian writers
2641,india,13,Russian writers
2642,book,12,Russian writers
2643,years,12,Russian writers
2644,monastery,11,Russian writers
2645,russian,11,Russian writers
2646,anna,10,Russian writers
2647,life,10,Russian writers
2648,notovich,10,Russian writers
2649,published,10,Russian writers
2650,ryklin,10,Russian writers
2651,nicolas,8,Russian writers
2652,story,8,Russian writers
2653,wrote,8,Russian writers
2654,christ,7,Russian writers
2655,hemis,7,Russian writers
2656,la,7,Russian writers
2657,manuscript,7,Russian writers
2658,tibet,7,Russian writers
2659,michail,6,Russian writers
2660,moscow,6,Russian writers
2661,works,6,Russian writers
2662,claims,5,Russian writers
2663,death,5,Russian writers
2664,english,5,Russian writers
2665,found,5,Russian writers
2666,french,5,Russian writers
2667,issa,5,Russian writers
2668,lama,5,Russian writers
2669,later,5,Russian writers
2670,left,5,Russian writers
2671,political,5,Russian writers
2672,threats,5,Russian writers
2673,trial,5,Russian writers
2674,account,4,Russian writers
2675,away,4,Russian writers
2676,buddhist,4,Russian writers
2677,claimed,4,Russian writers
2678,de,4,Russian writers
2679,evidence,4,Russian writers
2680,exhibition,4,Russian writers
2681,head,4,Russian writers
2682,known,4,Russian writers
2683,ladakh,4,Russian writers
2684,russia,4,Russian writers
2685,said,4,Russian writers
2686,saint,4,Russian writers
2687,swami,4,Russian writers
2688,baradulin,8,Belarusian writers
2689,belarusian,8,Belarusian writers
2690,poems,8,Belarusian writers
2691,ryhor,3,Belarusian writers
2692,1935,2,Belarusian writers
2693,2014,2,Belarusian writers
2694,appeared,2,Belarusian writers
2695,awards,2,Belarusian writers
2696,belarus,2,Belarusian writers
2697,book,2,Belarusian writers
2698,books,2,Belarusian writers
2699,center,2,Belarusian writers
2700,graduated,2,Belarusian writers
2701,including,2,Belarusian writers
2702,member,2,Belarusian writers
2703,newspaper,2,Belarusian writers
2704,poet,2,Belarusian writers
2705,publishing,2,Belarusian writers
